folioviv,foliohog,numren,clave,material,gasto,gasto_tri
15233522506,1,03,E003A,900,900,2612.9
15234152805,1,05,E004A,450,450,1350
15234152805,1,03,E004B,150,150,450
15234152805,1,03,E004A,450,450,1350
15234152805,1,05,E004B,300,300,900
15242841302,1,03,E005A,400,400,1200
15242841304,1,08,E002B,24,24,72
15242842201,1,06,E002B,50,50,145.16
15242842203,1,05,E003B,100,100,290.32
15242843601,1,04,E002A,250,250,750
15242843601,1,05,E001B,450,450,1350
15242843601,1,04,E002B,250,250,750
15242843601,1,03,E003A,320,320,960
15242843601,1,03,E003B,180,180,540
15242843603,1,05,E004A,300,300,900
15242843604,1,03,E003B,60,60,180
15242843604,1,04,E002B,80,80,240
15242843605,1,04,E003B,40,40,120
15242843605,1,06,E003B,250,250,750
15242843605,1,05,E003B,300,300,900
15242843605,1,04,E003A,160,160,480
15244711201,1,04,E002B,100,100,290.32
15244711205,1,03,E002B,200,200,580.64
15244711205,1,04,E004B,100,100,290.32
15246301702,1,03,E004A,100,100,290.32
15246301702,1,05,E001B,50,50,145.16
15246302602,1,04,E002A,750,750,2177.41
15246302602,1,03,E002B,750,750,2177.41
15246302602,1,03,E002A,750,750,2177.41
15246302602,1,04,E002B,750,750,2177.41
15246302606,1,06,E002B,150,150,435.48
15246302606,1,06,E002A,350,350,1016.12
15246302606,1,05,E003B,150,150,435.48
15246302606,1,05,E003A,350,350,1016.12
15249923302,1,02,E003A,50,50,145.16
15249923302,1,03,E002B,30,30,87.09
15249923305,1,07,E002B,300,300,870.96
15249923305,1,09,E002B,200,200,580.64
15249923305,1,08,E002A,100,100,290.32
15250422405,1,04,E003A,180,180,522.58
15250422405,1,03,E004A,200,200,580.64
15252300101,1,04,E002A,15,15,43.54
15252300105,1,03,E002B,61,61,177.09
15252300105,1,04,E002B,14,14,40.64
15252300105,1,05,E002B,28,28,81.29
15252300106,1,03,E002A,200,200,580.64
15252301005,1,04,E002A,150,150,435.48
15252301005,1,05,E004B,150,150,435.48
15252301005,1,03,E006B,2500,2500,7258.06
15252301901,1,03,E004A,39,39,117
15252301901,1,03,E004B,6,6,18
15252301904,1,04,E005A,400,400,1200
15252301904,1,05,E003A,150,150,450
15252301904,1,04,E005B,100,100,300
15252301904,1,05,E003B,50,50,150
15252301906,1,04,E003A,100,100,300
15252303402,1,03,E002B,120,120,360
15252303403,1,04,E003B,60,60,180
15252303405,1,03,E002B,235,235,705
15252303406,1,03,E001B,150,150,450
15252810503,1,03,E002B,50,50,145.16
15252810503,1,04,E001B,100,100,290.32
15252810504,1,05,E001B,50,50,145.16
15252810504,1,04,E002B,30,30,87.09
15252810504,1,03,E003B,20,20,58.06
15252810505,1,04,E002B,300,300,870.96
15252810505,1,05,E002B,250,250,725.8
15252810505,1,06,E002B,300,300,870.96
15252812801,1,04,E004A,140,140,420
15252812801,1,05,E002A,50,50,150
15252812801,1,04,E004B,10,10,30
15252812802,1,03,E005A,150,150,450
15252812802,1,03,E005B,50,50,150
15252813711,1,04,E003A,37,37,107.41
15252813711,1,04,E003B,152,152,441.29
15261900701,1,05,E003A,100,100,321.42
15261900702,1,02,E003B,300,300,964.28
15261900703,1,03,E003B,150,150,482.14
15261900705,1,05,E002B,400,400,1285.71
15261900705,1,04,E002A,50,50,160.71
15261900705,1,04,E002B,450,450,1446.42
15261901606,1,03,E001B,44,44,127.74
15261902503,1,03,E002B,277,277,804.19
15261902503,1,03,E002A,210,210,609.67
15261902505,1,05,E004A,200,200,580.64
15261902505,1,05,E004B,200,200,580.64
15268921504,1,03,E004A,100,100,300
15268921505,2,04,E004B,100,100,300
15268921505,2,03,E004B,100,100,300
15272262902,1,04,E001B,300,300,900
15272262902,1,03,E002A,204,204,612
15272262902,1,03,E002B,346,346,1038
15272262903,1,04,E002A,60,60,180
15272262903,1,05,E002B,500,500,1500
15272262903,1,05,E002A,200,200,600
15272262903,1,04,E002B,440,440,1320
15272262905,1,04,E002A,40,40,120
15272262905,1,04,E002B,750,750,2250
15272262905,1,03,E004B,700,700,2100
15272262905,1,03,E004A,200,200,600
15274841202,1,04,E001A,300,300,870.96
15274841202,1,03,E003A,200,200,580.64
15274841206,1,02,E005A,223,223,647.41
15274841206,1,02,E005B,177,177,513.87
15274842405,1,02,E002B,200,200,580.64
15274843304,1,03,E001A,80,80,232.25
15274843304,1,03,E001B,228,228,661.93
15278681303,1,04,E004A,100,100,300
15278681303,1,04,E004B,300,300,900
15278681305,1,03,E003B,350,350,1050
15278681306,1,05,E002B,100,100,300
15278681306,1,04,E003B,200,200,600
15278681306,1,05,E002A,100,100,300
15284153105,1,03,E002B,350,350,1016.12
15284153105,1,05,E002B,300,300,870.96
15284153105,1,04,E001B,300,300,870.96
15290702905,1,03,E003A,250,250,750
15290702905,1,04,E002A,250,250,750
15292383005,1,03,E003B,130,130,390
15292383005,1,04,E001A,225,225,675
15292383005,1,04,E001B,275,275,825
15292383005,1,03,E003A,370,370,1110
15293422002,1,05,E002B,50,50,150
15293422002,1,06,E002B,50,50,150
15293422003,1,04,E003B,200,200,600
15293422003,1,03,E005B,200,200,600
15293422005,1,03,E004B,150,150,450
15293422005,1,04,E003B,150,150,450
15293422006,1,04,E003B,200,200,600
15293422006,1,03,E004B,200,200,600
15606201002,1,05,E003B,51,51,148.06
15606201002,1,05,E003A,49,49,142.25
15606201002,1,04,E003A,100,100,290.32
15606201901,1,03,E002B,51,51,153
15606201901,1,04,E002A,72,72,216
15606201901,1,03,E002A,25,25,75
15606201905,1,03,E001B,20,20,60
15606202806,1,03,E001A,130,130,390
15606202806,1,03,E001B,370,370,1110
15607701106,2,03,E001B,29,29,84.19
15607701106,2,03,E001A,21,21,60.96
15607702101,1,02,E003A,75,75,225
15607702101,1,02,E003B,325,325,975
15607702102,1,04,E002A,40,40,120
15607702102,1,04,E002B,123,123,369
15607702102,1,05,E002A,40,40,120
15607702102,1,05,E002B,63,63,189
15607702102,1,03,E003B,644,644,1932
15607702103,1,03,E003A,75,75,225
15607702103,1,04,E002B,397,397,1191
15607702103,1,04,E002A,100,100,300
15607702103,1,03,E003B,582,582,1746
15607702104,1,04,E002A,100,100,300
15607702104,1,04,E002B,430,430,1290
15607702105,1,03,E003B,483,483,1449
15607702105,1,04,E002B,245,245,735
15607702105,1,04,E002A,75,75,225
15607702105,1,03,E003A,50,50,150
15607703001,1,03,E002B,50,50,150
15607703001,1,03,E002A,250,250,750
15607703004,1,04,E002A,100,100,300
15607703006,1,03,E003B,110,110,330
15607703006,1,03,E003A,390,390,1170
15607950004,1,03,E003A,160,160,480
15607950004,1,03,E003B,40,40,120
15607950005,1,05,E002A,30,30,90
15607950005,1,04,E002A,30,30,90
15607952902,1,03,E004B,185,185,555
15607952903,1,05,E002B,50,50,150
15608981803,1,04,E002B,39,39,113.22
15608981803,1,03,E002B,39,39,113.22
15608981805,1,04,E002B,37,37,107.41
15608981805,1,04,E002A,25,25,72.58
15608982705,1,08,E002B,40,40,116.12
15608982705,1,08,E002A,18,18,52.25
15608982705,1,07,E002B,40,40,116.12
15608982705,1,07,E002A,18,18,52.25
15608982705,1,06,E002B,40,40,116.12
15608982705,1,06,E002A,18,18,52.25
15609720801,1,05,E002B,100,100,321.42
15609720801,1,04,E002B,100,100,321.42
15609720801,1,03,E004A,100,100,321.42
15609720803,1,03,E003A,100,100,321.42
15609720804,1,04,E002B,150,150,482.14
15609720804,1,03,E003B,150,150,482.14
15609720806,1,03,E002B,50,50,160.71
15609721301,1,03,E004A,180,180,540
15609721301,1,04,E004A,180,180,540
15609721306,1,05,E004B,239,239,717
15609723101,1,06,E004B,200,200,580.64
15609723101,1,04,E005A,100,100,290.32
15609723101,1,05,E004B,200,200,580.64
15609723101,1,04,E005B,300,300,870.96
15609723104,1,03,E005B,1000,1000,2903.22
15609723104,1,04,E003B,500,500,1451.61
15609723106,1,04,E003A,220,220,638.7
15609723106,1,06,E001B,120,120,348.38
15609723106,1,04,E003B,115,115,333.87
15609723106,1,05,E002B,116,116,336.77
15610731703,1,03,E002B,30,30,87.09
15610731703,1,04,E001B,22,22,63.87
15610731704,1,02,E002B,75,75,217.74
15610731704,1,03,E002B,53,53,153.87
15610732601,1,04,E003B,450,450,1306.45
15610732601,1,04,E003A,650,650,1887.09
15610732602,1,04,E002B,400,400,1161.29
15610732602,1,04,E002A,300,300,870.96
15610732603,1,04,E002B,100,100,290.32
15610732603,1,04,E002A,300,300,870.96
15610732604,1,03,E002A,380,380,1103.22
15610732604,1,03,E002B,370,370,1074.19
15610732604,1,04,E001A,360,360,1045.16
15610732604,1,04,E001B,440,440,1277.41
15610732605,1,04,E003B,180,180,522.58
15610732605,1,03,E003B,180,180,522.58
15610732605,1,03,E003A,420,420,1219.35
15610732605,1,04,E003A,420,420,1219.35
15610732606,1,04,E004A,115,115,333.87
15610732606,1,06,E003A,92,92,267.09
15610732606,1,05,E004B,70,70,203.22
15610732606,1,05,E004A,115,115,333.87
15610732606,1,04,E004B,70,70,203.22
15610732606,1,03,E005B,70,70,203.22
15610732606,1,06,E003B,135,135,391.93
15610732606,1,03,E005A,138,138,400.64
15610733502,1,02,E002B,100,100,300
15610733502,1,03,E003B,100,100,300
15610733503,1,03,E002B,150,150,450
15610733505,1,04,E002B,100,100,300
15610733505,1,03,E004B,200,200,600
15611251604,1,04,E002B,15,15,43.54
15622681403,1,02,E004B,450,450,1350
15622681406,1,03,E003A,80,80,240
15622681406,1,03,E003B,120,120,360
15622683202,1,03,E001B,600,600,1741.93
15622683202,1,03,E001A,200,200,580.64
15622683204,1,03,E002B,82,82,238.06
15622683205,1,05,E001B,300,300,870.96
15622683206,1,03,E003A,500,500,1451.61
16006451505,1,03,E004B,50,50,150
16006451505,1,04,E003B,100,100,300
16007753504,1,02,E004B,60,60,180
16010163001,1,03,E005A,70,70,210
16010163002,1,03,E006A,275,275,825
16010290006,1,04,E003A,100,100,300
16010290006,1,05,E002A,100,100,300
16010640902,1,02,E005B,150,150,482.14
16010721601,1,03,E004B,800,800,2322.58
16010721601,1,04,E004B,800,800,2322.58
16010721604,1,03,E003B,50,50,145.16
16010721604,1,04,E002B,100,100,290.32
16010721604,1,05,E002B,20,20,58.06
16011032605,1,07,E002B,50,50,145.16
16011032605,1,06,E002B,50,50,145.16
16011032605,1,07,E002A,150,150,435.48
16011032605,1,06,E002A,150,150,435.48
16011032605,1,05,E002B,50,50,145.16
16011032605,1,04,E004B,100,100,290.32
16011032605,1,05,E002A,150,150,435.48
16011032605,1,04,E004A,200,200,580.64
16011032606,1,03,E003B,500,500,1451.61
16011032606,1,04,E002B,500,500,1451.61
16011032606,1,03,E003A,500,500,1451.61
16011032606,1,04,E002A,300,300,870.96
16011222901,1,03,E005A,600,600,1800
16011222901,1,03,E005B,400,400,1200
16011222904,1,04,E003A,250,250,750
16011222904,1,04,E003B,200,200,600
16011222904,1,03,E004B,150,150,450
16011222904,1,03,E004A,300,300,900
16011222906,1,03,E004B,50,50,150
16011222906,1,03,E004A,150,150,450
16011222906,1,02,E005A,200,200,600
16011222906,1,02,E005B,100,100,300
16011301205,1,03,E005A,500,500,1451.61
16011301205,1,04,E004A,300,300,870.96
16011971103,1,03,E005A,150,150,435.48
16012162802,1,04,E002A,100,100,300
16012162802,1,03,E003B,100,100,300
16012162802,1,03,E003A,100,100,300
16012162802,1,04,E002B,100,100,300
16012162804,1,06,E002A,50,50,150
16012162804,1,06,E002B,50,50,150
16012382501,1,04,E004A,500,500,1451.61
16012382501,1,03,E005B,50,50,145.16
16012382501,1,05,E003B,100,100,290.32
16012382501,1,03,E005A,400,400,1161.29
16012382501,1,04,E004B,50,50,145.16
16012382501,1,05,E003A,500,500,1451.61
16012382506,1,05,E002A,250,250,725.8
16012382506,1,03,E003B,150,150,435.48
16012382506,1,05,E002B,150,150,435.48
16012382506,1,04,E002A,250,250,725.8
16012382506,1,04,E002B,150,150,435.48
16012382506,1,03,E003A,150,150,435.48
16013311001,1,03,E004A,400,400,1161.29
16013311002,1,04,E004A,250,250,725.8
16013311004,1,03,E005A,600,600,1741.93
16013380106,2,03,E001B,100,100,290.32
16013380106,2,02,E002B,58,58,168.38
16013391702,1,03,E005A,98,98,284.51
16013391706,1,03,E002B,120,120,348.38
16013391706,1,05,E001B,120,120,348.38
16013391706,1,04,E002B,120,120,348.38
16013901901,1,03,E002B,20,20,60
16013901903,1,03,E002B,38,38,114
16013901903,1,04,E001B,38,38,114
16015693101,1,04,E005A,750,750,2177.41
16015693101,1,04,E005B,250,250,725.8
16016101305,1,02,E002B,82,82,246
16017663404,1,04,E002B,100,100,300
16017663404,1,04,E002A,700,700,2100
16018380105,1,03,E004B,120,120,348.38
16019013203,1,04,E004B,1000,1000,2903.22
16019013203,1,03,E005B,600,600,1741.93
16019922804,1,05,E001B,600,600,1800
16019922804,1,04,E002A,250,250,750
16019922804,1,04,E002B,300,300,900
16019922804,1,05,E001A,130,130,390
16021492501,1,04,E002B,80,80,232.25
16021492501,1,04,E002A,20,20,58.06
16021492501,1,03,E003B,150,150,435.48
16021492501,1,05,E002A,20,20,58.06
16021492501,1,03,E003A,50,50,145.16
16021492501,1,05,E002B,80,80,232.25
16021492502,1,03,E002A,300,300,870.96
16021492502,1,03,E002B,700,700,2032.25
16021631602,1,02,E002B,26,26,75.48
16023110605,1,02,E004B,300,300,870.96
16023551003,1,03,E004A,50,50,145.16
16023551003,1,03,E004B,10,10,29.03
16023551005,1,03,E003B,100,100,290.32
16023551005,1,03,E003A,100,100,290.32
16025611805,1,04,E002B,35,35,101.61
16025611805,1,05,E002B,35,35,101.61
16025611806,1,06,E002B,60,60,174.19
16025690404,1,04,E002B,200,200,580.64
16025690404,1,03,E003A,200,200,580.64
16025690406,1,02,E006A,200,200,580.64
16027442701,1,04,E002B,600,600,1741.93
16027442701,1,03,E002A,250,250,725.8
16027442701,1,03,E002B,600,600,1741.93
16027442701,1,04,E002A,250,250,725.8
16027442706,1,05,E003A,120,120,348.38
16027442706,1,06,E002B,400,400,1161.29
16027442706,1,06,E002A,350,350,1016.12
16027442706,1,05,E003B,600,600,1741.93
16028970704,1,04,E002B,20,20,64.28
16028970704,1,03,E002A,30,30,96.42
16028970704,1,04,E002A,30,30,96.42
16028970704,1,03,E002B,20,20,64.28
16028970705,1,04,E002B,25,25,80.35
16028970705,1,04,E002A,75,75,241.07
16028970705,1,03,E002B,50,50,160.71
16028970705,1,03,E002A,50,50,160.71
16028973503,1,03,E002A,50,50,150
16028973503,1,03,E002B,50,50,150
16028973506,1,04,E003B,85,85,255
16029582904,1,04,E001A,150,150,450
16029582904,1,04,E001B,850,850,2550
16031681703,1,06,E002A,50,50,145.16
16031693105,2,03,E002B,57,57,165.48
16031693105,2,03,E002A,11,11,31.93
16032990803,1,02,E002A,40,40,128.57
16032990803,1,03,E002A,36,36,115.71
16032991303,1,05,E005A,500,500,1500
16032991305,1,04,E002A,44,44,132
16033103201,1,03,E005B,200,200,580.64
16033103201,1,03,E005A,400,400,1161.29
16033103206,1,05,E002A,160,160,464.51
16034090303,1,04,E001B,60,60,174.19
16034090303,1,04,E001A,40,40,116.12
16034093004,1,05,E001A,35,35,105
16034093004,1,04,E002A,300,300,900
16034093004,1,04,E002B,300,300,900
16034093004,1,05,E001B,300,300,900
16034093005,1,05,E001B,550,550,1650
16035092006,1,03,E001B,300,300,900
16036361001,1,02,E002B,200,200,580.64
16036361001,1,02,E002A,100,100,290.32
16036363404,1,05,E003B,434,434,1302
16036363404,1,05,E003A,66,66,198
16036363406,3,03,E003A,90,90,270
16036780504,1,03,E003B,14,14,40.64
16036780504,1,03,E003A,36,36,104.51
16036781403,1,05,E002A,210,210,630
16036781403,1,04,E002B,100,100,300
16036781403,1,05,E002B,200,200,600
16036781403,1,04,E002A,60,60,180
16036782804,1,03,E003B,350,350,1050
16036782804,1,03,E003A,225,225,675
16037011001,1,03,E001B,150,150,435.48
16037011002,1,04,E002A,30,30,87.09
16037011002,1,04,E002B,34,34,98.7
16037011006,1,03,E002B,70,70,203.22
16037011006,1,03,E002A,130,130,377.41
16037012802,1,04,E003B,400,400,1200
16037012802,1,04,E003A,500,500,1500
16039240702,1,04,E002A,105,105,337.49
16039240702,1,04,E002B,95,95,305.35
16039240704,1,02,E002B,70,70,224.99
16039242604,1,04,E001B,750,750,2177.41
16039242604,1,03,E002A,230,230,667.74
16039243505,1,04,E002B,5,5,15
16039961204,1,03,E001B,200,200,580.64
16039963301,1,03,E002B,50,50,145.16
16039963302,1,03,E005B,120,120,348.38
16041430204,1,04,E003A,300,300,870.96
16041430204,1,04,E003B,100,100,290.32
16041430206,1,04,E004A,1600,1600,4645.16
16041430206,1,03,E005B,300,300,870.96
16041430206,1,04,E004B,400,400,1161.29
16041430206,1,03,E005A,700,700,2032.25
16047481403,1,02,E002B,65,65,195
16047481403,1,02,E002A,110,110,330
16047481404,1,05,E002B,25,25,75
16047481404,1,05,E002A,20,20,60
16047481405,1,05,E001B,132,132,396
16047481405,1,05,E001A,18,18,54
16047481405,1,04,E002B,356,356,1068
16047481405,1,04,E002A,44,44,132
16047482804,1,04,E003A,630,630,1890
16047482805,1,04,E002A,250,250,750
16048420301,1,03,E001A,32,32,92.9
16048420301,1,03,E001B,608,608,1765.16
16048420302,1,03,E003B,62,62,179.99
16048420302,1,04,E001A,30,30,87.09
16048420302,1,04,E001B,60,60,174.19
16048420302,1,03,E003A,90,90,261.29
16048423001,1,04,E005B,300,300,900
16048423001,1,07,E002B,100,100,300
16048423001,1,07,E002A,200,200,600
16048423001,1,06,E003B,163,163,489
16048423001,1,06,E003A,100,100,300
16048423001,1,05,E004B,100,100,300
16048423001,1,04,E005A,200,200,600
16048423001,1,05,E004A,100,100,300
16048423002,1,06,E002B,100,100,300
16048423002,1,05,E004B,250,250,750
16048423002,1,06,E002A,100,100,300
16048423002,1,05,E004A,100,100,300
16048423004,1,03,E003A,18,18,54
16048423004,1,03,E003B,188,188,564
16049230303,1,04,E002A,200,200,580.64
16049230303,1,04,E002B,300,300,870.96
16049231201,1,06,E002B,100,100,290.32
16049233304,1,06,E002B,34,34,98.7
16049233304,1,05,E002B,33,33,95.8
16049233304,1,04,E002B,33,33,95.8
16050080603,1,04,E002B,50,50,145.16
16050080603,1,05,E002B,50,50,145.16
16050083302,1,03,E003A,136,136,394.83
16050083302,1,04,E004A,300,300,870.96
16050083306,1,04,E005A,300,300,870.96
16051500205,1,04,E003A,270,270,783.87
16051500205,1,04,E003B,99,99,287.41
16051503004,1,03,E001A,50,50,150
16051503004,1,03,E001B,150,150,450
16054601106,1,03,E002A,60,60,174.19
16054602901,1,05,E002A,120,120,360
16054602902,1,05,E002A,280,280,840
16054602902,1,04,E002A,350,350,1050
16055291501,1,03,E001A,25,25,75
16055291501,1,03,E001B,140,140,420
16055293202,1,03,E004A,100,100,290.32
16055293205,1,04,E002A,60,60,174.19
16055340001,1,04,E002A,90,90,270
16055340001,1,04,E002B,160,160,480
16055340001,1,03,E002B,250,250,750
16055340909,1,04,E005B,200,200,642.85
16055342903,1,03,E003B,50,50,150
16055342903,1,03,E003A,150,150,450
16055440910,1,06,E002A,70,70,224.99
16055440910,1,06,E002B,130,130,417.85
16055440912,1,04,E005B,900,900,2892.85
16055440912,1,04,E005A,300,300,964.28
16055441802,1,05,E002A,76,76,220.64
16055441803,1,03,E007B,2000,2000,5806.45
16055442705,1,03,E003A,500,500,1451.61
16056670402,1,04,E004B,500,500,1451.61
16056671306,1,03,E003B,150,150,450
16056672205,1,04,E003B,125,125,362.9
16056672205,1,04,E003A,100,100,290.32
16056673602,1,06,E001B,100,100,300
16056673602,1,05,E002B,100,100,300
16056673602,1,04,E002B,200,200,600
16056673606,1,03,E002B,150,150,450
16057960801,1,04,E005A,100,100,321.42
16057960801,1,06,E004A,200,200,642.85
16057960801,1,05,E005A,100,100,321.42
16057960802,1,06,E002A,100,100,321.42
16057960802,1,05,E002A,100,100,321.42
16057961703,1,03,E005B,80,80,232.25
16057961704,1,05,E002B,36,36,104.51
16057961704,1,04,E002B,40,40,116.12
16057962602,1,04,E004A,400,400,1161.29
16057962605,1,04,E005A,700,700,2032.25
16057962605,1,03,E004A,500,500,1451.61
16057962605,1,04,E005B,300,300,870.96
16057962606,1,05,E004A,100,100,290.32
16057962606,1,03,E005A,74,74,214.83
16057963101,1,04,E001B,118,118,342.58
16057963101,1,03,E001B,118,118,342.58
16057963101,1,04,E001A,32,32,92.9
16057963101,1,03,E001A,32,32,92.9
16059570705,1,05,E002B,30,30,96.42
16059570705,1,03,E005A,160,160,514.28
16059570705,1,03,E005B,81,81,260.35
16059571606,1,04,E001B,100,100,290.32
16059572502,1,05,E002A,161,161,467.41
16059572502,1,04,E002B,60,60,174.19
16059572502,1,04,E002A,136,136,394.83
16059572502,1,05,E002B,60,60,174.19
16059573505,1,05,E001B,500,500,1500
16060033402,1,05,E004A,70,70,210
16060033402,1,06,E001B,150,150,450
16060033402,1,05,E004B,130,130,390
16060033403,1,05,E002B,100,100,300
16060033403,1,05,E002A,200,200,600
16060033403,1,03,E004A,50,50,150
16060202701,1,03,E002A,250,250,725.8
16060202702,1,04,E002A,600,600,1741.93
16060202703,1,04,E001A,600,600,1741.93
16060202703,1,03,E002A,800,800,2322.58
16060202704,1,02,E003A,650,650,1887.09
